报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,273.746,8.0632,33.95,4.0615,16.85,15.34%,1.78亿,-23.71%,7.88,3.27亿,37.79亿,11.74%,70.15亿,14.57亿
2025,279.793,8.0632,34.7,4.1482,67.45,14.39%,10.21亿,22.71%,8.41,3.50亿,42.40亿,16.91%,74.23亿,13.22亿
2024,242.944,8.0632,30.13,4.1198,58.97,16.99%,8.32亿,29.91%,7.91,3.02亿,36.93亿,16.12%,69.53亿,9.97亿
2023,206.095,8.0632,25.56,4.0892,50.4,18.93%,6.41亿,47.98%,7.40,7.79亿,31.03亿,14.68%,65.40亿,8.65亿
2022,198.274,8.0632,24.59,4.6785,42.38,-7.41%,4.33亿,-44.83%,6.89,4.58亿,26.63亿,12.39%,60.99亿,9.30亿
2021,285.437,8.0632,35.4,6.2363,45.77,31.66%,7.85亿,33.33%,6.86,4.93亿,24.85亿,18.57%,58.50亿,10.48亿
2020,182.228,8.0632,22.6,5.241,34.77,29.09%,5.88亿,46.50%,6.01,3.26亿,19.11亿,17.18%,49.49亿,6.21亿
2019,170.053,8.0632,21.09,6.3146,26.93,14.02%,4.02亿,-16.07%,5.54,4.62亿,15.27亿,15.07%,45.09亿,5.47亿
2018,101.586,8.1204,12.51,4.3008,23.62,18.84%,4.79亿,40.23%,5.30,4.71亿,13.20亿,20.45%,43.58亿,4.57亿
2017,,,14.81,,19.88,14.47%,3.41亿,-4.97%,4.90,4.10亿,10.52亿,17.31%,40.51亿,3.82亿
2016,,,15.32,,17.36,31.61%,3.59亿,36.36%,3.53,3.03亿,8.90亿,20.62%,26.65亿,2.66亿
2015,,,12.53,,13.19,13.48%,2.63亿,23.76%,3.25,2.02亿,7.10亿,19.82%,24.09亿,2.07亿
2014,,,7.62,,11.63,14.00%,2.13亿,41.14%,5.71,1.41亿,4.70亿,18.14%,21.16亿,2.00亿
2013,,,7.45,,10.2,36.90%,1.51亿,23.19%,4.20,1.44亿,3.51亿,14.71%,12.91亿,1.54亿
2012,,,5.42,,7.45,35.34%,1.22亿,52.78%,3.79,1.22亿,2.94亿,16.43%,11.91亿,1.73亿
2011,,,3.89,,5.5,22.55%,8011.49万,-16.41%,5.28,3328.68万,2.27亿,14.55%,11.20亿,1.76亿
2010,,,7.81,,4.49,37.77%,9584.42万,55.96%,3.28,9074.30万,1.66亿,21.34%,6.38亿,1.34亿
